ID,COUNTRY_CODE,COUNTRY,YEAR,CH4__INDEX_1990,CH4__INDEX_2000,CH4__TOTAL,CO2__INDEX_1990,CO2__INDEX_2000,CO2__TOTAL,GHG__AFOLU,GHG__AGR,GHG__AGR_P,GHG__ENER,GHG__ENER_CO2,GHG__ENER_CO2_P,GHG__ENER_FU,GHG__ENER_FU_P,GHG__ENER_IND,GHG__ENER_IND_P,GHG__ENER_MANUF,GHG__ENER_MANUF_P,GHG__ENER_OSECT,GHG__ENER_OSECT_P,GHG__ENER_OTH,GHG__ENER_OTH_P,GHG__ENER_P,GHG__ENER_TRANS,GHG__ENER_TRANS_P,GHG__GHG_CAP,GHG__GHG_GDP,GHG__INDEX_1990,GHG__INDEX_2000,GHG__IND_PROC,GHG__IND_PROC_P,GHG__LULUCF,GHG__OTH,GHG__OTH_P,GHG__TOTAL,GHG__TOTAL_LULU,GHG__WAS,GHG__WAS_P,HFC_PFC__INDEX_1990,HFC_PFC__INDEX_2000,HFC_PFC__TOTAL,HFC__INDEX_1990,HFC__INDEX_2000,HFC__TOTAL,N2O__INDEX_1990,N2O__INDEX_2000,N2O__TOTAL,NF3__INDEX_1990,NF3__INDEX_2000,NF3__TOTAL,PFC__INDEX_1990,PFC__INDEX_2000,PFC__TOTAL,SF6__INDEX_1990,SF6__INDEX_2000,SF6__TOTAL
CAN_2000,CAN,Canada,2000,123.804,100.0,112024258.0,123.813,100.0,572162103.0,,57021475.0,7.804,600027845.0,85.0,0.0,69425749.0,9.502,207802341.0,28.44,72537026.0,9.927,98626064.0,13.498,164330.0,0.022,82.119,151472251.0,20.73,23888.0,645.0,121.13,100.0,54004660.0,7.391,-31791226.0,,,730681594.0,698890368.0,19627614.0,2.686,,,,283.846,100.0,2754842.0,92.25,100.0,35852669.0,73.277,100.0,238.0,65.951,100.0,4984525.0,89.989,100.0,2902960.0
CAN_2001,CAN,Canada,2001,121.737,98.33,110153735.0,122.252,98.739,564946398.0,,56476857.0,7.847,592270513.0,85.0,0.0,67279401.0,9.348,212871055.0,29.578,66610748.99999999,9.255,93505020.0,12.992,114149.0,0.016,82.294,151890054.0,21.105,23306.0,625.0,119.309,98.497,51988619.0,7.224,-47756014.0,,,719697167.0,671941153.0,18961179.0,2.635,,,,325.519,114.682,3159296.0,89.626,97.156,34832893.0,70.604,96.353,229.0,53.553,81.202,4047516.0,79.267,88.086,2557101.0
CAN_2002,CAN,Canada,2002,119.716,96.698,108324713.0,123.528,99.77,570844778.0,,56083988.0,7.747,594271902.0,85.0,0.0,64893604.0,8.964,212211477.0,29.313,66587857.0,9.198,97201069.0,13.427,120620.0,0.017,82.088,153257189.0,21.17,23220.0,610.0,120.014,99.078,53993346.0,7.458,-33995964.0,,,723948359.0,689952394.0,19599123.0,2.707,,,,371.656,130.936,3607068.0,89.265,96.765,34692806.0,67.932,92.706,220.0,45.819,69.474,3462963.0,93.487,103.887,3015811.0
CAN_2003,CAN,Canada,2003,118.016,95.324,106786298.0,127.063,102.624,587178149.0,,57952024.0,7.829,606735582.0,85.0,0.0,63245238.0,8.544,220882107.0,29.839,65872634.99999999,8.899,101326975.0,13.688,112456.0,0.015,81.964,155296086.0,20.979,23509.0,613.0,122.715,101.309,56058627.0,7.573,-39990455.0,,,740245805.0,700255350.0,19499572.0,2.634,,,,410.066,144.468,3979858.0,93.04,100.857,36159954.0,65.26,89.059,212.0,46.176,70.015,3489904.0,82.191,91.335,2651431.0
CAN_2004,CAN,Canada,2004,118.352,95.596,107090891.0,126.743,102.367,585703098.0,,59472750.0,8.02,602108182.0,85.0,0.0,62930084.0,8.486,213766958.0,28.826,67685967.0,9.127,98820817.0,13.326,109543.0,0.015,81.192,158794728.0,21.413,23309.0,595.0,122.937,101.492,60156700.0,8.112,-17337163.0,,,741584480.0,724247317.0,19846849.0,2.676,,,,472.394,166.426,4584774.0,98.659,106.948,38343735.0,62.587,85.412,203.0,46.599,70.656,3521879.0,72.534,80.604,2339901.0
CAN_2005,CAN,Canada,2005,116.856,94.388,105737332.0,124.738,100.747,576434464.0,,59852375.0,8.202,593443038.0,85.0,0.0,60907544.0,8.346,208149836.0,28.524,63807645.0,8.744,96216063.0,13.185,117065.0,0.016,81.322,164244800.0,22.507,22688.0,568.0,120.975,99.872,56553912.0,7.75,-12706155.0,,,729747166.0,717041011.0,19897840.0,2.727,,,,526.205,185.384,5107033.0,95.748,103.792,37212331.0,59.915,81.766,194.0,50.787,77.007,3838449.0,43.937,48.825,1417362.0
CAN_2006,CAN,Canada,2006,115.744,93.489,104730630.0,123.551,99.788,570950381.0,,58581155.0,8.13,585000088.0,85.0,0.0,61286066.0,8.506,205977203.0,28.587,62421672.0,8.663,90368609.0,12.542,135412.0,0.019,81.192,164811040.0,22.874,22145.0,546.0,119.445,98.609,56981884.0,7.908,-21645976.0,,,720516109.0,698870133.0,19952982.0,2.769,,,,555.472,195.695,5391076.0,89.881,97.432,34931968.0,57.243,78.119,186.0,39.497,59.888,2985128.0,47.327,52.593,1526740.0
CAN_2007,CAN,Canada,2007,113.934,92.027,103092874.0,128.587,103.855,594220571.0,,58390533.0,7.866,608556526.0,85.0,0.0,60830740.0,8.195,219373035.0,29.553,64728022.0,8.72,96775662.0,13.037,159819.0,0.022,81.981,166689162.0,22.455,22542.0,551.0,123.058,101.592,55570689.0,7.486,-24509631.0,,,742313663.0,717804032.0,19795916.0,2.667,,,,626.205,220.614,6077573.0,91.761,99.47,35662647.0,54.571,74.472,177.0,33.523,50.83,2533629.0,22.511,25.016,726193.0
CAN_2008,CAN,Canada,2008,110.727,89.437,100190832.0,124.554,100.599,575586908.0,,58514651.0,8.098,590065676.0,85.0,0.0,59382068.0,8.218,206334791.0,28.556,62989967.0,8.718,95450870.0,13.21,146202.0,0.02,81.662,165761693.0,22.941,21674.0,531.0,119.785,98.89,55189426.0,7.638,-29703043.0,,,722567970.0,692864927.0,18798216.0,2.602,,,,632.191,222.723,6135671.0,96.254,104.341,37409182.0,51.898,70.825,168.0,34.413,52.179,2600876.0,19.974,22.196,644333.0
CAN_2009,CAN,Canada,2009,103.798,83.841,93922014.0,117.405,94.824,542549600.0,,56175297.0,8.255,558390805.0,85.0,0.0,55165743.0,8.107,191659643.0,28.165,57379960.0,8.432,92699866.0,13.622,112862.0,0.017,82.057,161372646.0,23.714,20165.0,516.0,112.81,93.131,48171457.0,7.079,-41634126.0,,,680493571.0,638859446.0,17756012.0,2.609,,,,711.972,250.83,6909971.0,88.07,95.469,34228174.0,49.226,67.178,160.0,33.207,50.352,2509783.0,11.59,12.879,373870.0
CAN_2010,CAN,Canada,2010,101.187,81.732,91559358.0,120.218,97.097,555549849.0,,55035303.0,7.97,566899524.0,85.0,0.0,54630840.0,7.911,195257750.0,28.276,60375919.0,8.743,90204782.0,13.063,108199.0,0.016,82.096,166321948.0,24.086,20222.0,508.0,114.474,94.505,51435901.0,7.449,-25243522.0,,,690530617.0,665287095.0,17159889.0,2.485,,,,796.366,280.562,7729054.0,85.917,93.136,33391608.999999996,46.554,63.531,151.0,24.59,37.285,1858502.0,13.704,15.229,442094.0
CAN_2011,CAN,Canada,2011,100.997,81.578,91386642.0,122.64,99.053,566740991.0,,54871693.0,7.812,575251276.0,85.0,0.0,55397127.0,7.887,193167442.0,27.501,63699343.0,9.069,95936921.0,13.658,118448.0,0.017,81.896,166931910.0,23.765,20337.0,501.0,116.444,96.131,55111757.0,7.846,-25386768.0,,,702412979.0,677026211.0,17178253.0,2.446,,,,885.326,311.904,8592449.0,86.48,93.746,33610405.0,46.554,63.531,151.0,22.316,33.838,1686647.0,12.266,13.631,395694.0
CAN_2012,CAN,Canada,2012,103.952,83.964,94060473.0,123.288,99.576,569737013.0,,56847570.0,8.005,576757025.0,85.0,0.0,58567387.0,8.248,197066886.0,27.752,62328453.0,8.777,89420488.0,12.593,161950.0,0.023,81.221,169211776.0,23.829,20334.0,497.0,117.719,97.184,59280214.0,8.348,-28063620.0,,,710108297.0,682044676.0,17223488.0,2.425,,,,935.947,329.737,9083742.0,90.026,97.589,34988374.0,46.554,63.531,151.0,23.796,36.082,1798501.0,13.641,15.158,440042.0
CAN_2013,CAN,Canada,2013,105.545,85.251,95502214.0,124.714,100.728,576327006.0,,59291584.0,8.225,587303269.0,85.0,0.0,60674069.0,8.417,197639456.0,27.417,63148837.0,8.76,92051819.0,12.769,176657.0,0.025,81.471,173612344.0,24.083,20423.0,493.0,119.505,98.658,56815338.0,7.881,-25247863.0,,,720877454.0,695629591.0,17467264.0,2.423,,,,1038.15,365.744,10075665.0,94.993,102.974,36918906.0,46.554,63.531,151.0,21.395,32.44,1616989.0,13.532,15.037,436522.0
CAN_2014,CAN,Canada,2014,107.507,86.836,97277553.0,124.631,100.661,575942179.0,,57646147.0,7.991,591490446.0,101.0,0.0,62801490.0,8.706,197739166.0,27.412,63012111.0,8.735,95475533.0,13.236,172571.0,0.024,81.997,172289474.0,23.884,20226.0,479.0,119.583,98.723,54735985.0,7.588,-24720604.0,,,721353745.0,696633141.0,17481166.0,2.423,,,,1128.344,397.519,10951029.0,91.886,99.606,35711458.0,37.011,50.509,120.0,14.396,21.828,1088024.0,11.884,13.207,383382.0
CAN_2015,CAN,Canada,2015,105.589,85.287,95542416.0,124.624,100.655,575906939.0,,58231926.0,8.083,589854888.0,216.0,0.0,60302327.0,8.371,202593088.0,28.123,62086746.0,8.619,91324940.0,12.677,196695.0,0.027,81.881,173350876.0,24.064,19996.0,474.0,119.422,98.59,54339909.0,7.543,-18154028.0,,,720380179.0,702226151.0,17953456.0,2.492,,,,1137.763,400.838,11042448.0,93.89,101.778,36490290.0,37.011,50.509,120.0,12.808,19.42,968003.0,13.328,14.811,429963.0
CAN_2016,CAN,Canada,2016,102.235,82.578,92507159.0,122.054,98.579,564032530.0,,59333193.0,8.402,573678592.0,269.0,0.0,54875955.0,7.771,197693867.0,27.994,59057945.0,8.363,86620847.0,12.266,210656.0,0.03,81.235,175219053.0,24.812,19410.0,458.0,117.071,96.649,55227836.0,7.82,-18527790.0,,,706196414.0,687668624.0,17956793.0,2.543,,,,1166.133,410.833,11317791.0,95.819,103.869,37239845.0,37.011,50.509,120.0,10.118,15.341,764677.0,10.363,11.516,334292.0
CAN_2017,CAN,Canada,2017,101.556,82.03,91893042.0,123.959,100.117,572834389.0,,58382054.0,8.179,583505239.0,269.0,0.0,55343465.0,7.753,196974431.0,27.594,61155719.0,8.567,90949437.0,12.741,202959.0,0.028,81.742,178878959.0,25.059,19434.0,449.0,118.338,97.695,54017097.0,7.567,-16413714.0,,,713838207.0,697424492.0,17933817.0,2.512,,,,1187.801,418.466,11528086.0,94.061,101.963,36556527.0,37.011,50.509,120.0,9.845,14.928,744096.0,8.74,9.712,281947.0
CAN_2018,CAN,Canada,2018,101.038,81.611,91424111.0,126.917,102.507,586504635.0,,59381634.0,8.142,595995221.0,269.0,0.0,55464885.0,7.605,192321347.0,26.369,63925087.0,8.765,97360326.0,13.349,209828.0,0.029,81.716,186713480.0,25.6,19672.0,450.0,120.909,99.818,56319994.0,7.722,-12860678.0,,,729349270.0,716488592.0,17652421.0,2.42,,,,1292.624,455.396,12545434.0,97.632,105.835,37944542.0,37.011,50.509,120.0,8.217,12.459,621033.0,9.591,10.658,309396.0
CHE_1990,CHE,Switzerland,1990,100.0,113.898,6044117.0,100.0,101.231,44154421.0,,6826435.0,12.694,41862153.0,,,362604.0,0.674,2519493.0,4.685,6570545.0,12.218,17513527.0,32.566,219613.0,0.408,77.841,14676372.0,27.29,8084.0,175.0,100.0,101.315,4014311.0,7.464,-1934682.0,12216.0,0.023,53778897.0,51844215.0,1063782.0,1.978,,,,100.0,0.004,25.0,100.0,100.584,3326813.0,,,,100.0,191.253,116515.0,100.0,90.065,137006.0
CHE_1991,CHE,Switzerland,1991,98.824,112.558,5973043.0,104.483,105.769,46133821.0,,6757499.0,12.141,44255852.0,,,399802.0,0.718,2801906.0,5.034,6799630.0,12.217,18877802.0,33.917,202220.0,0.363,79.513,15174493.0,27.264,8284.0,183.0,103.495,104.856,3659479.0,6.575,-5880086.0,12217.0,0.022,55658488.0,49778403.0,973441.0,1.749,,,,6088.261,0.237,1509.0,99.567,100.149,3312405.0,,,,84.543,161.691,98505.0,101.606,91.512,139206.0
CHE_1992,CHE,Switzerland,1992,97.453,110.997,5890169.0,104.202,105.484,46009704.0,,6648069.0,12.001,44298892.0,,,412659.0,0.745,2894797.0,5.226,6378519.0,11.514,18917163.0,34.149,193993.0,0.35,79.967,15501761.0,27.983,8154.999999999999,182.0,103.007,104.362,3461503.0,6.249,-4618728.0,12212.0,0.022,55396136.0,50777408.0,975459.0,1.761,,,,62757.044,2.445,15552.0,97.953,98.525,3258710.0,,,,69.182,132.312,80607.0,103.202,92.949,141393.0
CHE_1993,CHE,Switzerland,1993,95.644,108.937,5780845.0,98.747,99.962,43601023.0,,6634396.0,12.536,42126705.0,,,427430.0,0.808,2563359.0,4.844,6210009.0,11.734,18308092.0,34.595,185714.0,0.351,79.603,14432100.0,27.271,7704.0,174.0,98.405,99.7,3222190.0,6.089,-3961107.0,12186.0,0.023,52921288.0,48960181.0,925812.0,1.749,,,,131301.253,5.116,32537.999999999996,100.747,101.335,3351652.0,,,,29.777,56.95,34695.0,87.978,79.237,120535.0
CHE_1994,CHE,Switzerland,1994,94.802,107.977,5729919.0,96.651,97.841,42675894.0,,6609474.0,12.732,41020467.0,,,433227.0,0.835,2605107.0,5.018,6150933.0,11.848,17031956.0,32.808,180219.0,0.347,79.016,14619024.0,28.16,7482.0,169.0,96.533,97.802,3403831.0,6.557,-2842945.0,12170.0,0.023,51914232.0,49071288.0,868291.0,1.673,,,,323493.858,12.605,80166.0,99.209,99.789,3300503.0,,,,17.907,34.247,20864.0,78.016,70.265,106887.0
CHE_1995,CHE,Switzerland,1995,94.792,107.966,5729317.0,98.32,99.531,43412830.0,,6612048.0,12.516,41915848.0,,,429989.0,0.814,2642557.0,5.002,6294918.0,11.915,18080637.0,34.224,162806.0,0.308,79.341,14304941.0,27.077,7552.0,171.0,98.235,99.527,3419694.0,6.473,-3499156.0,12147.0,0.023,52829745.0,49330590.0,870009.0,1.647,,,,983637.89,38.329,243757.0,100.19,100.775,3333124.0,,,,15.004,28.696,17482.0,68.051,61.29,93234.0
CHE_1996,CHE,Switzerland,1996,93.782,106.816,5668313.0,99.874,101.103,44098820.0,,6441995.0,12.056,42788668.0,,,429811.0,0.804,2860655.0,5.354,6040777.0,11.305,18936778.0,35.441,151939.0,0.284,80.08,14368709.0,26.891,7592.0,172.0,99.356,100.662,3329001.0,6.23,-6187400.0,12120.0,0.023,53432352.0,47244951.0,860567.0,1.611,,,,1194223.028,46.535,295943.0,97.956,98.528,3258797.0,,,,17.515,33.497,20407.0,65.743,59.212,90072.0
CHE_1997,CHE,Switzerland,1997,91.32,104.011,5519478.0,97.47,98.67,43037267.0,,6265155.0,11.979,41869810.0,,,414377.0,0.792,2860993.0,5.47,6000708.0,11.473,17506588.0,33.471,161903.0,0.31,80.052,14925240.0,28.536,7399.0,164.0,97.256,98.535,3307448.0,6.324,-3925438.0,12103.0,0.023,52303066.0,48377628.0,848550.0,1.622,,,,1453972.657,56.656,360312.0,97.402,97.971,3240387.0,,,,17.991,34.408,20962.0,90.989,81.95,124661.0
CHE_1998,CHE,Switzerland,1998,90.144,102.672,5448397.0,101.043,102.286,44614821.0,,6233105.0,11.571,43442649.0,,,397506.0,0.738,3223620.0,5.984,6201542.0,11.512,18324745.0,34.017,160939.0,0.299,80.645,15134297.0,28.095,7596.0,164.0,100.168,101.485,3348062.0,6.215,-2837283.0,11066.0,0.021,53869042.0,51031759.0,834160.0,1.548,,,,1840334.652,71.712,456057.0,95.388,95.945,3173375.0,,,,20.232,38.694,23573.0,111.541,100.46,152819.0
CHE_1999,CHE,Switzerland,1999,88.718,101.048,5362231.0,100.66,101.899,44445841.0,,6123935.0,11.413,43239611.0,,,379728.0,0.708,3248840.0,6.055,6062909.0,11.299,17657501.0,32.907,146776.0,0.274,80.583,15743858.0,29.341,7542.0,161.0,99.776,101.088,3457933.0,6.444,-3132970.0,12379.0,0.023,53658465.0,50525495.0,824607.0,1.537,,,,2152235.16,83.865,533349.0,94.529,95.081,3144790.0,,,,27.579,52.745,32133.000000000004,102.273,92.112,140120.0
CHE_2000,CHE,Switzerland,2000,87.798,100.0,5306614.0,98.784,100.0,43617591.0,,6231647.0,11.74,42230872.0,,,358636.0,0.676,3171918.0,5.976,6006815.0,11.316,16565126.0,31.207,151156.0,0.285,79.56,15977221.0,30.1,7430.0,153.0,98.702,100.0,3775097.0,7.112,5858224.0,12987.0,0.024,53080697.0,58938921.0,830093.0,1.564,,,,2566297.245,100.0,635959.0,99.419,100.0,3307491.0,,,,52.287,100.0,60922.0,111.03,100.0,152119.0
CHE_2001,CHE,Switzerland,2001,88.478,100.775,5347718.0,102.102,103.358,45082446.0,,6241859.0,11.432,43645216.0,,,345707.0,0.633,3313521.0,6.069,6253709.0,11.453,17907204.0,32.796,148414.0,0.272,79.935,15676661.0,28.711,7605.0,156.0,101.529,102.864,3854381.0,7.059,-545713.0,13846.0,0.025,54601117.0,54055404.0,845815.0,1.549,,,,2969491.928,115.711,735875.0,97.611,98.181,3247336.0,,,,31.512,60.268,36716.0,110.232,99.281,151024.0
CHE_2002,CHE,Switzerland,2002,87.741,99.935,5303139.0,98.444,99.656,43467596.0,,6158700.0,11.605,42043131.0,,,331334.0,0.624,3390120.0,6.388,5806706.0,10.942,16760480.0,31.583,154554.0,0.291,79.224,15599937.0,29.396,7350.0,151.0,98.679,99.977,3994581.0,7.527,-2471788.0,12924.0,0.024,53068383.0,50596595.0,859047.0,1.619,,,,3335504.947,129.973,826578.0,98.423,98.998,3274359.0,,,,30.773,58.855,35855.0,117.407,105.743,160856.0
CHE_2003,CHE,Switzerland,2003,86.414,98.423,5222947.0,101.127,102.371,44651907.0,,6027579.0,11.142,43235862.0,,,315604.0,0.583,3387125.0,6.261,5897861.0,10.903,17730685.0,32.776,140137.0,0.259,79.925,15764450.0,29.142,7443.0,154.0,100.589,101.912,3981160.0,7.359,-3341439.0,14070.0,0.026,54095780.0,50754342.0,837109.0,1.547,,,,3673400.753,143.14,910312.0,92.515,93.055,3077787.0,,,,57.325,109.635,66792.0,121.188,109.148,166035.0
CHE_2004,CHE,Switzerland,2004,85.846,97.777,5188629.0,102.45,103.711,45236399.0,,6000204.0,10.97,43554626.0,,,309236.0,0.565,3682398.0,6.732,6042345.0,11.047,17595305.0,32.168,128871.00000000001,0.236,79.627,15796471.0,28.879,7469.0,151.0,101.709,103.047,4274271.0,7.814,-3023251.0,13924.0,0.025,54698084.0,51674833.0,855057.0,1.563,,,,4074127.49,158.755,1009617.0,90.322,90.85,3004846.0,,,,59.161,113.147,68931.0,138.432,124.679,189660.0
CHE_2005,CHE,Switzerland,2005,86.097,98.062,5203774.0,103.7,104.977,45788235.0,,6132376.0,11.066,43993055.0,,,312088.0,0.563,3815902.0,6.886,6040597.0,10.901,17827417.0,32.171,138718.0,0.25,79.389,15858332.0,28.618,7502.0,149.0,103.041,104.397,4429044.0,7.993,-2144789.0,13591.0,0.025,55414415.0,53269626.0,846349.0,1.527,,,,4228870.135,164.785,1047964.0,93.689,94.237,3116870.0,,,,43.131,82.489,50254.0,151.32,136.287,207317.0
CHE_2006,CHE,Switzerland,2006,86.369,98.373,5220257.0,102.761,104.026,45373683.0,,6088881.0,11.066,43607114.0,,,290691.0,0.528,4031743.0,7.327,6205035.0,11.277,16961044.0,30.826,142766.0,0.259,79.253,15975835.0,29.035,7378.0,142.0,102.312,103.658,4468255.0,8.121,-1333709.0,12519.0,0.023,55022396.0,53688688.0,845627.0,1.537,,,,4679298.002,182.337,1159586.0,90.467,90.995,3009665.0,,,,53.444,102.213,62270.0,143.742,129.462,196935.0
CHE_2007,CHE,Switzerland,2007,86.074,98.037,5202425.0,98.22,99.429,43368366.0,,6203770.0,11.67,41561007.0,,,279258.0,0.525,3718855.0,6.996,6010208.0,11.306,15116349.0,28.436,135644.0,0.255,78.182,16300693.0,30.664,7053.0,132.0,98.848,100.148,4551990.0,8.563,-5753.0,13864.0,0.026,53159340.0,53153587.0,828709.0,1.559,,,,5055242.285,196.986,1252749.0,93.337,93.882,3105137.0,,,,44.969,86.005,52396.0,130.116,117.19,178267.0
CHE_2008,CHE,Switzerland,2008,87.242,99.366,5272989.0,101.268,102.514,44714310.0,,6245182.0,11.454,42954472.0,,,274271.0,0.503,3837054.0,7.037,6073714.0,11.139,15987477.0,29.321,130572.0,0.239,78.78,16651384.999999998,30.539,7153.0,132.0,101.387,102.721,4500864.0,8.255,-2064846.0,12997.0,0.024,54524829.0,52459983.0,811314.0,1.488,,,,5143676.638,200.432,1274664.0,89.547,90.07,2979062.0,,,123.0,38.307,73.263,44633.0,174.479,157.146,239048.0
CHE_2009,CHE,Switzerland,2009,85.718,97.631,5180892.0,98.597,99.81,43534716.0,,6169528.0,11.623,41846398.0,,,267811.0,0.505,3673679.0,6.921,5759072.0,10.849,15566565.0,29.325,132592.0,0.25,78.833,16446679.0,30.983,6881.0,132.0,98.704,100.003,4264082.0,8.033,-2893275.0,12662.0,0.024,53082114.0,50188839.0,789444.0,1.487,,,,5133156.791,200.022,1272057.0,86.225,86.729,2868552.0,,,7648.0,30.361,58.066,35375.0,133.479,120.218,182874.0
CHE_2010,CHE,Switzerland,2010,85.278,97.129,5154274.0,102.027,103.283,45049552.0,,6203139.0,11.335,43215769.0,,,278874.0,0.51,3845726.0,7.027,5863702.0,10.715,16753080.999999998,30.612,137404.0,0.251,78.966,16336981.0,29.852,7008.0,132.0,101.762,103.101,4519455.0,8.258,-2430205.0,12401.0,0.023,54726721.0,52296516.0,775957.0,1.418,,,,5279205.305,205.713,1308250.0,90.563,91.092,3012861.0,,,12680.0,32.438,62.04,37796.0,110.44,99.468,151310.0
CHE_2011,CHE,Switzerland,2011,84.365,96.09,5099145.0,92.823,93.966,40985524.0,,6160296.0,12.171,39154901.0,,,283075.0,0.559,3598152.0,7.109,5435056.0,10.738,13556181.0,26.782,124650.0,0.246,77.357,16157787.0,31.922,6401.0,120.0,94.118,95.356,4526488.0,8.943,-1044867.0,13374.0,0.026,50615832.0,49570965.0,760773.0,1.503,,,,5568955.916,217.004,1380054.0,88.427,88.943,2941786.0,,,9327.0,30.95,59.193,36062.0,119.655,107.768,163935.0
CHE_2012,CHE,Switzerland,2012,83.896,95.556,5070775.0,95.698,96.875,42254722.0,,6232246.0,11.976,40549342.0,,,259200.0,0.498,3640656.0,6.996,5432176.0,10.439,14809509.0,28.459,132448.0,0.255,77.923,16275353.0,31.276,6498.0,122.0,96.762,98.035,4502638.0,8.653,-1573296.0,14005.0,0.027,52037416.0,50464120.0,739185.0,1.42,,,,5863603.282,228.485,1453071.0,90.215,90.742,3001277.0,,,542.0,33.289,63.667,38787.0,159.293,143.468,218241.0
CHE_2013,CHE,Switzerland,2013,82.836,94.349,5006730.0,97.806,99.01,43185837.0,,6088708.0,11.528,41471354.0,,,235451.0,0.446,3735831.0,7.073,5498003.0,10.41,15683291.0,29.694,133394.0,0.253,78.52,16185384.0,30.645,6513.0,122.0,98.21,99.502,4508940.0,8.537,-1745239.0,14414.0,0.027,52816492.0,51071252.0,733077.0,1.388,,,,5779224.746,225.197,1432161.0,87.209,87.718,2901267.0,,,142.0,23.817,45.551,27750.0,191.673,172.631,262605.0
CHE_2014,CHE,Switzerland,2014,82.785,94.29,5003621.0,88.857,89.951,39234433.0,,6206668.0,12.698,37426321.0,,,226082.0,0.463,3607117.0,7.38,5100005.0,10.434,12275569.0,25.115,138700.0,0.284,76.572,16078847.0,32.896,5956.0,110.0,90.886,92.081,4510813.0,9.229,-275504.0,11527.0,0.024,48877390.0,48601886.0,722061.0,1.477,,,,5927684.49,230.982,1468951.0,86.606,87.112,2881234.0,,,605.0,19.35,37.007,22545.0,194.152,174.864,266001.0
CHE_2015,CHE,Switzerland,2015,82.296,93.734,4974089.0,87.722,88.802,38733193.0,,6132348.0,12.667,37095482.0,,,217994.0,0.45,3293575.0,6.803,4980460.0,10.288,13124475.0,27.11,135178.0,0.279,76.624,15343801.0,31.694,5835.0,107.0,90.021,91.205,4459490.0,9.211,-2071656.0,12462.0,0.026,48412499.0,46340843.0,712716.0,1.472,,,,6083312.947,237.046,1507517.0,87.478,87.989,2910242.0,,,730.0,21.927,41.936,25548.0,190.633,171.694,261178.99999999997
CHE_2016,CHE,Switzerland,2016,81.57,92.906,4930189.0,88.763,89.855,39192609.0,,6112962.0,12.546,37489133.0,,,219234.0,0.45,3379194.0,6.935,4985528.0,10.232,13587330.0,27.886,139387.0,0.286,76.94,15178460.0,31.151,5815.0,106.0,90.603,91.795,4408109.0,9.047,-2079001.0000000002,12196.0,0.025,48725312.0,46646310.0,702913.0,1.443,,,,5974110.928,232.791,1480456.0,86.84,87.347,2888999.0,,,768.0,16.756,32.046,19523.0,155.298,139.87,212768.0
CHE_2017,CHE,Switzerland,2017,80.549,91.744,4868485.0,86.474,87.539,38182265.0,,6106623.0,12.756,36503160.0,,,220209.0,0.46,3297773.0,6.889,4949772.0,10.339,12991364.0,27.137,127618.0,0.267,76.25,14916424.0,31.158,5662.0,103.0,89.019,90.189,4560901.0,9.527,-1322537.0,12649.0,0.026,47873185.0,46550648.0,689852.0,1.441,,,,6070141.301,236.533,1504253.0,92.657,93.198,3082524.0,,,804.0,27.464,52.526,32000.0,148.062,133.352,202854.0
CHE_2018,CHE,Switzerland,2018,80.078,91.207,4839986.0,83.56,84.589,36895485.0,,5991126.0,12.931,35234955.0,,,218772.0,0.472,3360333.0,7.253,4820228.0,10.404,11790957.0,25.449,126578.0,0.273,76.048,14918086.0,32.198,5435.0,97.0,86.154,87.287,4422075.0,9.544,-1291029.0,13517.0,0.029,46332507.0,45041478.0,670835.0,1.448,,,,6150025.964,239.646,1524050.0,86.559,87.064,2879646.0,,,503.0,30.588,58.5,35639.0,114.739,103.34,157199.0
CHL_1990,CHL,Chile,1990,100.0,88.176,12894522.0,100.0,60.762,33490131.999999996,,12071432.0,23.207,33679750.0,,,,,5843411.0,11.234,12261512.0,23.573,6344893.0,12.198,6344893.0,12.198,64.749,9229935.0,17.744,3918.0,486.0,100.0,67.918,3295449.0,6.335,-50060965.0,,,52015932.0,1954967.0,2969301.0,5.708,,,,,0.0,0.0,100.0,83.505,5569949.0,,,,,,0.0,100.0,65.182,61328.0
CHL_1991,CHL,Chile,1991,98.503,86.856,12701470.0,96.628,58.713,32360885.0,,12166994.0,24.007,31861545.0,,,,,4671505.0,9.217,11151325.0,22.003,6403485.0,12.635,6403485.0,12.635,62.867,9635229.0,19.012,3755.0,439.0,97.434,66.175,3620750.0,7.144,-46217565.0,,,50681026.0,4463461.0,3031737.0,5.982,,,,,0.0,0.0,100.089,83.58,5574921.0,,,,,,0.0,71.338,46.5,43750.0
CHL_1992,CHL,Chile,1992,99.584,87.809,12840843.0,101.197,61.489,33890986.0,,12561976.0,23.892,32752037.0,,,,,2849723.0,5.42,12722001.0,24.196,6726783.0,12.794,6726783.0,12.794,62.291,10453530.0,19.882,3832.0,405.0,101.082,68.653,4154997.0000000005,7.902,-49320890.0,,,52578967.0,3258077.0,3109958.0,5.915,,,,,0.0,0.0,104.09,86.921,5797768.0,,,,,,0.0,80.502,52.473,49370.0
