assessment_id,type,scope_item_id,co2,ch4,n2o,other,total,co2_biogenic
4277,Référence,5,0.0,0.0,0.0,0.0,0.0,0.0
4277,Référence,6,,,,,1988.0,0.0
4277,Référence,7,,,,,27.0,0.0
4280,Déclaration,1,2022.0,2.0,15.0,0.0,2039.0,0.0
4280,Déclaration,2,7195.0,3.0,65.0,0.0,7263.0,0.0
4280,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
4280,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
4280,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
4280,Déclaration,6,,,,,241.0,0.0
4280,Déclaration,7,,,,,,0.0
4280,Référence,1,1004.0,0.0,9.0,0.0,1013.0,0.0
4280,Référence,2,4997.0,2.0,45.0,0.0,5044.0,0.0
4280,Référence,3,0.0,0.0,0.0,0.0,,0.0
4280,Référence,4,0.0,0.0,0.0,0.0,,0.0
4280,Référence,5,0.0,0.0,0.0,0.0,,0.0
4280,Référence,6,,,,,78.0,0.0
4280,Référence,7,,,,,,0.0
4282,Déclaration,1,17.599,0.0,0.0,0.0,17.599,0.0
4282,Déclaration,2,79.28,0.0,0.0,0.0,79.28,0.0
4282,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
4282,Déclaration,4,6.151,0.0,0.0,0.0,6.151,0.0
4282,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
4282,Déclaration,6,,,,,89.93,0.0
4282,Déclaration,7,,,,,252.919,0.0
4282,Déclaration,8,,,,,3.348,
4282,Déclaration,9,,,,,161.95,
4282,Déclaration,10,,,,,589.497,
4282,Déclaration,11,,,,,4.07,
4282,Déclaration,12,,,,,0.0,
4282,Déclaration,13,,,,,16.467,
4282,Déclaration,14,,,,,0.0,
4282,Déclaration,15,,,,,0.0,
4282,Déclaration,16,,,,,0.0,
4282,Déclaration,17,,,,,0.0,
4282,Déclaration,18,,,,,0.0,
4282,Déclaration,19,,,,,0.0,
4282,Déclaration,20,,,,,0.0,
4282,Déclaration,21,,,,,0.0,
4282,Déclaration,22,,,,,690.796,
4282,Déclaration,23,,,,,272.745,
4283,Déclaration,1,725.0,1.0,6.0,0.0,732.0,0.0
4283,Déclaration,2,5160.0,2.0,47.0,0.0,5209.0,0.0
4283,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
4283,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
4283,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
4283,Déclaration,6,,,,,89.0,0.0
4283,Déclaration,7,,,,,,0.0
4283,Référence,1,836.0,1.0,6.0,0.0,843.0,0.0
4283,Référence,2,5754.0,2.0,52.0,0.0,5808.0,0.0
4283,Référence,3,0.0,0.0,0.0,0.0,,0.0
4283,Référence,4,0.0,0.0,0.0,0.0,,0.0
4283,Référence,5,0.0,0.0,0.0,0.0,,0.0
4283,Référence,6,,,,,120.0,0.0
4283,Référence,7,,,,,,0.0
4284,Déclaration,1,810.0,0.0,0.0,0.0,810.0,0.0
4284,Déclaration,2,10.0,0.0,0.0,0.0,10.0,0.0
4284,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
4284,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
4284,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
4284,Déclaration,6,,,,,26.0,0.0
4284,Déclaration,7,,,,,,0.0
4284,Déclaration,12,,,,,6770.0,
4284,Référence,1,1187.0,0.0,0.0,0.0,1187.0,0.0
4284,Référence,2,21.0,0.0,0.0,0.0,21.0,0.0
4284,Référence,3,0.0,0.0,0.0,0.0,,0.0
4284,Référence,4,0.0,0.0,0.0,0.0,,0.0
4284,Référence,5,0.0,0.0,0.0,0.0,,0.0
4284,Référence,6,,,,,28.0,0.0
4284,Référence,7,,,,,,0.0
4284,Référence,12,,,,,6907.0,
4285,Déclaration,1,0.0,0.0,0.0,0.0,0.0,0.0
4285,Déclaration,2,289.0,0.0,0.0,0.0,289.0,0.0
4285,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
4285,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
4285,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
4285,Déclaration,6,,,,,9.0,0.0
4285,Déclaration,7,,,,,208.0,0.0
4285,Référence,1,0.0,0.0,0.0,0.0,,0.0
4285,Référence,2,223.0,0.0,0.0,0.0,223.0,0.0
4285,Référence,3,0.0,0.0,0.0,0.0,,0.0
4285,Référence,4,0.0,0.0,0.0,0.0,,0.0
4285,Référence,5,0.0,0.0,0.0,0.0,,0.0
4285,Référence,6,,,,,9.0,0.0
4285,Référence,7,,,,,185.0,0.0
4286,Déclaration,1,9027.0,3.0,80.0,0.0,9110.0,556.0
4286,Déclaration,2,0.0,0.0,0.0,0.0,0.0,0.0
4286,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
4286,Déclaration,4,0.0,0.0,0.0,371.0,371.0,0.0
4286,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
4286,Déclaration,6,,,,,212.0,0.0
4286,Déclaration,7,,,,,0.0,0.0
4286,Déclaration,8,,,,,2503.0,-556.0
4286,Déclaration,9,,,,,0.0,0.0
4286,Déclaration,10,,,,,0.0,0.0
4286,Déclaration,11,,,,,0.0,0.0
4286,Déclaration,12,,,,,0.0,0.0
4286,Déclaration,13,,,,,0.0,0.0
4286,Déclaration,14,,,,,0.0,0.0
4286,Déclaration,15,,,,,0.0,0.0
4286,Déclaration,16,,,,,0.0,0.0
4286,Déclaration,17,,,,,0.0,0.0
4286,Déclaration,18,,,,,0.0,0.0
4286,Déclaration,19,,,,,0.0,0.0
4286,Déclaration,20,,,,,0.0,0.0
4286,Déclaration,21,,,,,0.0,0.0
4286,Déclaration,22,,,,,0.0,0.0
4286,Déclaration,23,,,,,0.0,0.0
4286,Référence,1,9027.0,3.0,80.0,0.0,9110.0,556.0
4286,Référence,2,0.0,0.0,0.0,0.0,0.0,0.0
4286,Référence,3,0.0,0.0,0.0,0.0,0.0,0.0
4286,Référence,4,0.0,0.0,0.0,371.0,371.0,0.0
4286,Référence,5,0.0,0.0,0.0,0.0,0.0,0.0
4286,Référence,6,,,,,212.0,0.0
4286,Référence,7,,,,,0.0,0.0
4286,Référence,8,,,,,2503.0,-556.0
4286,Référence,9,,,,,0.0,0.0
4286,Référence,10,,,,,0.0,0.0
4286,Référence,11,,,,,0.0,0.0
4286,Référence,12,,,,,0.0,0.0
4286,Référence,13,,,,,0.0,0.0
4286,Référence,14,,,,,0.0,0.0
4286,Référence,15,,,,,0.0,0.0
4286,Référence,16,,,,,0.0,0.0
4286,Référence,17,,,,,0.0,0.0
4286,Référence,18,,,,,0.0,0.0
4286,Référence,19,,,,,0.0,0.0
4286,Référence,20,,,,,0.0,0.0
4286,Référence,21,,,,,0.0,0.0
4286,Référence,22,,,,,0.0,0.0
4286,Référence,23,,,,,0.0,0.0
4287,Déclaration,1,438.0,0.0,0.0,0.0,438.0,0.0
4287,Déclaration,2,754.0,0.0,0.0,0.0,754.0,0.0
4287,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
4287,Déclaration,4,189.0,0.0,0.0,0.0,189.0,0.0
4287,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
4287,Déclaration,6,,,,,480.0,0.0
4287,Déclaration,7,,,,,48.0,0.0
4287,Déclaration,8,,,,,637.0,
4287,Déclaration,9,,,,,383.0,
4287,Déclaration,10,,,,,305.0,
4287,Déclaration,13,,,,,554.0,
4287,Référence,1,1106.0,0.0,0.0,0.0,1106.0,0.0
4287,Référence,2,907.0,0.0,0.0,0.0,907.0,0.0
4287,Référence,3,0.0,0.0,0.0,0.0,,0.0
4287,Référence,4,368.0,0.0,0.0,0.0,368.0,0.0
4287,Référence,5,0.0,0.0,0.0,0.0,,0.0
4287,Référence,6,,,,,1194.0,0.0
4287,Référence,7,,,,,11.0,0.0
4287,Référence,9,,,,,420.0,
4287,Référence,13,,,,,564.0,
4288,Déclaration,1,2296.0,0.0,0.0,0.0,2296.0,0.0
4288,Déclaration,2,1451.0,0.0,0.0,0.0,1451.0,0.0
4288,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
4288,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
4288,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
4288,Déclaration,6,,,,,751.0,0.0
4288,Déclaration,7,,,,,0.0,0.0
4288,Déclaration,11,,,,,1.0,
4288,Référence,1,2315.0,0.0,0.0,0.0,2315.0,0.0
4288,Référence,2,1352.0,0.0,0.0,0.0,1352.0,0.0
4288,Référence,3,0.0,0.0,0.0,0.0,,0.0
4288,Référence,4,0.0,0.0,0.0,0.0,,0.0
4288,Référence,5,0.0,0.0,0.0,0.0,,0.0
4288,Référence,6,,,,,896.0,0.0
4288,Référence,7,,,,,0.0,0.0
4288,Référence,11,,,,,1.0,
4289,Déclaration,1,0.0,0.0,0.0,0.0,0.0,0.0
4289,Déclaration,2,44.0,0.0,0.0,0.0,44.0,0.0
4289,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
4289,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
4289,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
4289,Déclaration,6,,,,,219.0,0.0
4289,Déclaration,7,,,,,0.0,0.0
4289,Déclaration,8,,,,,89.0,
4289,Déclaration,9,,,,,1811.0,
4289,Déclaration,10,,,,,1086.0,
4289,Déclaration,11,,,,,9.0,
4289,Déclaration,12,,,,,216.0,
4289,Déclaration,13,,,,,240.0,
4289,Déclaration,16,,,,,550.0,
4289,Déclaration,22,,,,,802.0,
4289,Référence,1,2.0,0.0,0.0,0.0,2.0,0.0
4289,Référence,2,53.0,0.0,0.0,0.0,53.0,0.0
4289,Référence,3,0.0,0.0,0.0,0.0,,0.0
4289,Référence,4,19.0,0.0,0.0,0.0,19.0,0.0
4289,Référence,5,0.0,0.0,0.0,0.0,,0.0
4289,Référence,6,,,,,177.0,0.0
4289,Référence,7,,,,,,0.0
4289,Référence,8,,,,,78.0,
4289,Référence,9,,,,,1838.0,
4289,Référence,10,,,,,816.0,
4289,Référence,11,,,,,31.0,
4289,Référence,12,,,,,332.0,
4289,Référence,13,,,,,183.0,
4289,Référence,16,,,,,720.0,
4289,Référence,22,,,,,829.0,
4290,Déclaration,1,9624.0,0.0,0.0,0.0,9624.0,0.0
4290,Déclaration,2,1861.0,0.0,0.0,0.0,1861.0,0.0
4290,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
4290,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
4290,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
4290,Déclaration,6,,,,,704.0,0.0
4290,Déclaration,7,,,,,0.0,0.0
4290,Déclaration,11,,,,,2.0,
4290,Référence,1,10630.0,0.0,0.0,0.0,10630.0,0.0
4290,Référence,2,1671.0,0.0,0.0,0.0,1671.0,0.0
4290,Référence,3,0.0,0.0,0.0,0.0,,0.0
4290,Référence,4,0.0,0.0,0.0,0.0,,0.0
4290,Référence,5,0.0,0.0,0.0,0.0,,0.0
4290,Référence,6,,,,,1622.0,0.0
4290,Référence,7,,,,,0.0,0.0
4290,Référence,11,,,,,2.0,
4291,Déclaration,1,701.0,0.0,6.0,0.0,707.0,0.0
4291,Déclaration,2,5170.0,2.0,47.0,0.0,5219.0,0.0
4291,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
4291,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
4291,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
4291,Déclaration,6,,,,,217.0,0.0
4291,Déclaration,7,,,,,,0.0
4291,Référence,1,1025.0,1.0,8.0,0.0,1034.0,0.0
4291,Référence,2,7034.0,3.0,64.0,0.0,7101.0,0.0
4291,Référence,3,0.0,0.0,0.0,0.0,,0.0
4291,Référence,4,0.0,0.0,0.0,0.0,,0.0
4291,Référence,5,0.0,0.0,0.0,0.0,,0.0
4291,Référence,6,,,,,96.0,0.0
4291,Référence,7,,,,,,0.0
4292,Déclaration,1,98631.2,0.0,230.0,0.0,98861.2,0.0
4292,Déclaration,2,439.4,0.2,3.6,0.0,443.2,0.0
4292,Déclaration,3,15945.6,0.0,0.0,0.0,15945.6,0.0
4292,Déclaration,4,0.0,0.0,0.0,244.7,244.7,0.0
4292,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
4292,Déclaration,6,,,,,5398.0,0.0
4292,Déclaration,7,,,,,0.0,0.0
4292,Déclaration,13,,,,,21.4,0.0
4292,Référence,1,93495.0,246.0,1089.0,0.0,94830.0,0.0
4292,Référence,2,395.1,0.1,2.4,0.0,397.6,0.0
4292,Référence,3,16290.0,0.0,0.0,0.0,16290.0,0.0
4292,Référence,4,0.0,0.0,0.0,95.1,95.1,0.0
4292,Référence,5,0.0,0.0,0.0,0.0,0.0,0.0
4292,Référence,6,,,,,7458.0,0.0
4292,Référence,7,,,,,0.0,0.0
4292,Référence,13,,,,,25.0,0.0
4295,Déclaration,1,16.0,0.0,0.0,0.0,16.0,0.0
4295,Déclaration,2,756.0,0.0,0.0,0.0,756.0,0.0
4295,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
4295,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
4295,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
4295,Déclaration,6,,,,,141.0,0.0
4295,Déclaration,7,,,,,0.0,0.0
4295,Déclaration,9,,,,,577.0,
4295,Déclaration,11,,,,,27.0,
4295,Déclaration,12,,,,,0.0,
4295,Déclaration,13,,,,,27.0,
4295,Déclaration,14,,,,,17.0,
4295,Référence,1,12.0,0.0,0.0,0.0,12.0,0.0
4295,Référence,2,530.0,0.0,0.0,0.0,530.0,0.0
4295,Référence,3,0.0,0.0,0.0,0.0,,0.0
4295,Référence,4,0.0,0.0,0.0,0.0,,0.0
4295,Référence,5,0.0,0.0,0.0,0.0,,0.0
4295,Référence,6,,,,,123.0,0.0
4295,Référence,7,,,,,,0.0
4295,Référence,9,,,,,898.0,
4295,Référence,11,,,,,24.0,
4295,Référence,13,,,,,40.0,
4295,Référence,14,,,,,14.0,
4297,Déclaration,1,34.0,0.0,0.0,0.0,34.0,0.0
4297,Déclaration,2,560.0,0.0,5.0,0.0,565.0,35.0
4297,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
4297,Déclaration,4,0.0,0.0,0.0,15.0,15.0,0.0
4297,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
4297,Déclaration,6,,,,,559.0,0.0
4297,Déclaration,7,,,,,0.0,0.0
4298,Déclaration,1,332.0,11.0,4.0,0.0,347.0,0.0
4298,Déclaration,2,4878.0,64.0,79.0,0.0,5021.0,0.0
4298,Déclaration,3,28.0,0.0,0.0,0.0,28.0,0.0
4298,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
4298,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
4298,Déclaration,6,,,,,0.0,0.0
4298,Déclaration,7,,,,,899.0,0.0
4298,Référence,1,283.0,7.0,2.0,0.0,292.0,0.0
4298,Référence,2,5071.0,66.0,83.0,0.0,5220.0,0.0
4298,Référence,3,6.0,0.0,0.0,0.0,6.0,0.0
4298,Référence,4,0.0,0.0,0.0,0.0,,0.0
4298,Référence,5,0.0,0.0,0.0,0.0,,0.0
4298,Référence,6,,,,,36.0,0.0
4298,Référence,7,,,,,623.0,0.0
4299,Déclaration,1,2616.52,6.97,30.86,0.0,2654.35,0.0
4299,Déclaration,2,12636.05,6.95,116.95,0.0,12759.95,0.0
4299,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
4299,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
4299,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
4299,Déclaration,6,,,,,640.7,0.0
4299,Déclaration,7,,,,,,0.0
4300,Déclaration,1,380.0,0.0,0.0,0.0,380.0,0.0
4300,Déclaration,2,55.0,0.0,0.0,0.0,55.0,0.0
4300,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
4300,Déclaration,4,67.0,0.0,0.0,0.0,67.0,0.0
4300,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
4300,Déclaration,6,,,,,208.0,0.0
4300,Déclaration,7,,,,,,0.0
4300,Déclaration,8,,,,,199.0,
4300,Déclaration,9,,,,,196.0,
4300,Déclaration,10,,,,,24.0,
4300,Déclaration,13,,,,,291.0,
4300,Référence,1,520.0,0.0,0.0,0.0,520.0,0.0
4300,Référence,2,121.0,0.0,0.0,0.0,121.0,0.0
4300,Référence,3,0.0,0.0,0.0,0.0,,0.0
4300,Référence,4,0.0,0.0,0.0,0.0,,0.0
4300,Référence,5,0.0,0.0,0.0,0.0,,0.0
4300,Référence,6,,,,,526.0,0.0
4300,Référence,7,,,,,,0.0
4300,Référence,9,,,,,201.0,
4301,Déclaration,1,338.0,0.0,0.0,0.0,338.0,0.0
4301,Déclaration,2,673.0,0.0,0.0,0.0,673.0,0.0
4301,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
4301,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
4301,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
4301,Déclaration,6,,,,,549.0,0.0
4301,Déclaration,7,,,,,12.0,0.0
4301,Déclaration,8,,,,,626.0,
4301,Déclaration,9,,,,,407.0,
4301,Déclaration,10,,,,,286.0,
4301,Déclaration,13,,,,,357.0,
4301,Référence,1,612.0,0.0,0.0,0.0,612.0,0.0
4301,Référence,2,819.0,0.0,0.0,0.0,819.0,0.0
4301,Référence,3,0.0,0.0,0.0,0.0,,0.0
4301,Référence,4,0.0,0.0,0.0,0.0,,0.0
4301,Référence,5,0.0,0.0,0.0,0.0,,0.0
4301,Référence,6,,,,,1253.0,0.0
4301,Référence,7,,,,,165.0,0.0
4301,Référence,8,,,,,0.0,
4301,Référence,9,,,,,435.0,
4301,Référence,10,,,,,0.0,
4301,Référence,13,,,,,218.0,
4302,Déclaration,1,341.82,0.0,0.0,0.0,341.82,0.0
4302,Déclaration,2,0.0,0.0,0.0,0.0,0.0,0.0
4302,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
4302,Déclaration,4,95.81,0.0,0.0,0.0,95.81,0.0
4302,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
4302,Déclaration,6,,,,,382.66,0.0
4302,Déclaration,7,,,,,0.0,0.0
4302,Déclaration,13,,,,,63.71,
4302,Référence,1,482.46,0.0,0.0,0.0,482.46,0.0
4302,Référence,2,0.0,0.0,0.0,0.0,0.0,0.0
4302,Référence,3,0.0,0.0,0.0,0.0,0.0,0.0
4302,Référence,4,506.97,0.0,0.0,0.0,506.97,0.0
4302,Référence,5,0.0,0.0,0.0,0.0,0.0,0.0
4302,Référence,6,,,,,331.66,0.0
4302,Référence,7,,,,,0.0,0.0
4303,Déclaration,1,388.865,0.0,0.0,0.0,388.865,0.0
4303,Déclaration,2,246.752,0.0,0.0,0.0,246.752,0.0
4303,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
4303,Déclaration,4,36.616,0.0,0.0,0.0,36.616,0.0
4303,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
4303,Déclaration,6,,,,,352.008,352.008
4303,Déclaration,7,,,,,0.0,0.0
4303,Déclaration,8,,,,,0.0,0.0
4303,Déclaration,9,,,,,381.406,381.406
4303,Déclaration,10,,,,,1861.004,1861.004
4303,Déclaration,11,,,,,40.964,40.964
4303,Déclaration,12,,,,,0.0,0.0
4303,Déclaration,13,,,,,142.378,142.378
4303,Déclaration,14,,,,,0.0,0.0
4303,Déclaration,15,,,,,0.0,0.0
4303,Déclaration,16,,,,,0.0,0.0
4303,Déclaration,17,,,,,0.0,0.0
4303,Déclaration,18,,,,,0.0,0.0
4303,Déclaration,19,,,,,0.0,0.0
4303,Déclaration,20,,,,,0.0,0.0
4303,Déclaration,21,,,,,0.0,0.0
4303,Déclaration,22,,,,,1990.781,1990.781
4303,Déclaration,23,,,,,348.417,348.417
4303,Référence,1,378.736,0.0,0.0,0.0,378.736,0.0
4303,Référence,2,102.539,0.0,0.0,0.0,102.539,0.0
4303,Référence,3,0.0,0.0,0.0,0.0,0.0,0.0
4303,Référence,4,39.074,0.0,0.0,0.0,39.074,39.074
4303,Référence,5,0.0,0.0,0.0,0.0,0.0,0.0
4303,Référence,6,,,,,430.106,430.106
4303,Référence,7,,,,,0.0,0.0
4303,Référence,8,,,,,0.0,0.0
4303,Référence,9,,,,,590.809,590.809
4303,Référence,10,,,,,1329.838,1329.838
4303,Référence,11,,,,,59.451,59.451
4303,Référence,12,,,,,0.0,0.0
4303,Référence,13,,,,,282.168,282.168
4303,Référence,14,,,,,0.0,0.0
4303,Référence,15,,,,,0.0,0.0
4303,Référence,16,,,,,0.0,0.0
4303,Référence,17,,,,,0.0,0.0
4303,Référence,18,,,,,0.0,0.0
4303,Référence,19,,,,,0.0,0.0
4303,Référence,20,,,,,0.0,0.0
4303,Référence,21,,,,,0.0,0.0
4303,Référence,22,,,,,1963.833,1963.833
4303,Référence,23,,,,,242.138,242.138
4304,Déclaration,1,12348.4,33.0,146.1,0.0,12527.5,0.0
4304,Déclaration,2,248.5,0.3,2.0,0.0,250.8,14.0
4304,Déclaration,3,0.0,0.0,0.0,40.0,40.0,0.0
4304,Déclaration,4,0.0,0.0,0.0,0.0,0.0,0.0
4304,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
4304,Déclaration,6,,,,,1156.6,0.0
4304,Déclaration,7,,,,,788.0,0.0
4304,Déclaration,8,,,,,3035.4,-14.0
4304,Déclaration,9,,,,,15485.1,0.0
4304,Déclaration,10,,,,,10063.2,2.1
4304,Déclaration,11,,,,,4868.6,1483.5
4304,Déclaration,12,,,,,8.9,0.0
4304,Déclaration,13,,,,,2599.1,0.0
4304,Déclaration,14,,,,,0.0,0.0
4304,Déclaration,15,,,,,0.0,0.0
4304,Déclaration,16,,,,,16657.3,0.0
4304,Déclaration,17,,,,,0.0,0.0
4304,Déclaration,18,,,,,0.0,0.0
4304,Déclaration,19,,,,,0.0,0.0
4304,Déclaration,20,,,,,0.0,0.0
4304,Déclaration,21,,,,,0.0,0.0
4304,Déclaration,22,,,,,6808.6,0.0
4304,Déclaration,23,,,,,0.0,0.0
4307,Déclaration,1,815.0,2.0,9.0,0.0,826.0,0.0
4307,Déclaration,2,1007.0,0.0,8.0,0.0,1015.0,58.0
4307,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
4307,Déclaration,4,0.0,0.0,0.0,73.0,73.0,0.0
4307,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
4307,Déclaration,6,,,,,894.0,0.0
4307,Déclaration,7,,,,,200.0,0.0
4308,Déclaration,1,86.3184,0.05969172,0.50190841,0.0,86.88000013,0.0
4308,Déclaration,2,2730.45405696,1.144269757176,24.6651636588,0.0,2756.263490376,171.551346792
4308,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
4308,Déclaration,4,0.0,0.0,0.0,119.18496,119.18496,0.0
4308,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
4308,Déclaration,6,,,,,1110.8307028,0.0
4308,Déclaration,7,,,,,0.0,0.0
4308,Déclaration,8,,,,,0.0,0.0
4308,Déclaration,9,,,,,0.0,0.0
4308,Déclaration,10,,,,,0.0,0.0
4308,Déclaration,11,,,,,0.0,0.0
4308,Déclaration,12,,,,,0.0,0.0
4308,Déclaration,13,,,,,0.0,0.0
4308,Déclaration,14,,,,,0.0,0.0
4308,Déclaration,15,,,,,0.0,0.0
4308,Déclaration,16,,,,,1720949.5035496,0.0
4308,Déclaration,17,,,,,0.0,0.0
4308,Déclaration,18,,,,,0.0,0.0
4308,Déclaration,19,,,,,0.0,0.0
4308,Déclaration,20,,,,,0.0,0.0
4308,Déclaration,21,,,,,0.0,0.0
4308,Déclaration,22,,,,,0.0,0.0
4308,Déclaration,23,,,,,,0.0
4308,Référence,1,315.556304,0.27871494,2.195267262,0.0,318.030286202,0.0
4308,Référence,2,3268.60968,1.465012939,29.5289538,0.0,3299.603646739,205.197904
4308,Référence,3,0.0,0.0,0.0,0.0,,0.0
4308,Référence,4,0.0,0.0,0.0,357.0068,357.0068,0.0
4308,Référence,5,0.0,0.0,0.0,0.0,,0.0
4308,Référence,6,,,,,1116.0850288,0.0
4308,Référence,7,,,,,0.0,0.0
4308,Référence,8,,,,,0.0,0.0
4308,Référence,9,,,,,0.0,0.0
4308,Référence,10,,,,,0.0,0.0
4308,Référence,11,,,,,0.0,0.0
4308,Référence,12,,,,,0.0,0.0
4308,Référence,13,,,,,0.0,0.0
4308,Référence,14,,,,,0.0,0.0
4308,Référence,15,,,,,0.0,0.0
4308,Référence,16,,,,,1585972.9627678,0.0
4308,Référence,17,,,,,0.0,0.0
4308,Référence,18,,,,,0.0,0.0
4308,Référence,19,,,,,0.0,0.0
4308,Référence,20,,,,,0.0,0.0
4308,Référence,21,,,,,0.0,0.0
4308,Référence,22,,,,,0.0,0.0
4308,Référence,23,,,,,0.0,0.0
4309,Déclaration,1,1627.52,0.85,7.89,0.0,1636.26,0.0
4309,Déclaration,2,12068.59,4.54,109.01,0.0,12182.14,759.15
4309,Déclaration,3,0.0,0.0,0.0,0.0,0.0,0.0
4309,Déclaration,4,646.04,0.0,0.0,0.0,646.04,0.0
4309,Déclaration,5,0.0,0.0,0.0,0.0,0.0,0.0
4309,Déclaration,6,,,,,2740.79,0.0
4309,Déclaration,7,,,,,0.0,0.0
4309,Déclaration,8,,,,,0.0,0.0
4309,Déclaration,9,,,,,0.0,0.0
4309,Déclaration,10,,,,,0.0,0.0
4309,Déclaration,11,,,,,0.0,0.0
4309,Déclaration,12,,,,,0.0,0.0
4309,Déclaration,13,,,,,0.0,0.0
4309,Déclaration,14,,,,,0.0,0.0
4309,Déclaration,15,,,,,0.0,0.0
4309,Déclaration,16,,,,,7956776.0,0.0
4309,Déclaration,17,,,,,0.0,0.0
4309,Déclaration,18,,,,,0.0,0.0
4309,Déclaration,19,,,,,0.0,0.0
4309,Déclaration,20,,,,,0.0,0.0
4309,Déclaration,21,,,,,0.0,0.0
4309,Déclaration,22,,,,,0.0,0.0
4309,Déclaration,23,,,,,0.0,0.0
4309,Référence,1,3013.55,1.68,13.47,0.0,3028.7,0.0
4309,Référence,2,13544.1,5.1,122.33,0.0,13671.53,851.97
4309,Référence,3,0.0,0.0,0.0,0.0,0.0,0.0
4309,Référence,4,288.6,0.0,0.0,0.0,288.6,0.0
4309,Référence,5,0.0,0.0,0.0,0.0,0.0,0.0
4309,Référence,6,,,,,2985.92,0.0
4309,Référence,7,,,,,0.0,0.0
4309,Référence,8,,,,,0.0,0.0
4309,Référence,9,,,,,0.0,0.0
4309,Référence,10,,,,,0.0,0.0
4309,Référence,11,,,,,0.0,0.0
4309,Référence,12,,,,,0.0,0.0
4309,Référence,13,,,,,0.0,0.0
4309,Référence,14,,,,,0.0,0.0
4309,Référence,15,,,,,0.0,0.0
4309,Référence,16,,,,,6951401.0,0.0
4309,Référence,17,,,,,0.0,0.0
4309,Référence,18,,,,,0.0,0.0
4309,Référence,19,,,,,0.0,0.0
4309,Référence,20,,,,,0.0,0.0
4309,Référence,21,,,,,0.0,0.0
4309,Référence,22,,,,,0.0,0.0
4309,Référence,23,,,,,0.0,0.0
4310,Déclaration,1,1385.641624,3.70419048,16.39447268,0.0,1405.74028716,0.0
4310,Déclaration,2,6.6431376,0.00693044782,0.0601264352,0.0,6.71019448302,3.38019808
